date,name,href,article,comments
"Thu, Jan. 16",New Tesla registrations nearly halve in California,https://seekingalpha.com/news/3532259-new-tesla-registrations-nearly-halve-in-california?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:261,"Tesla's (NASDAQ:TSLA) overall vehicle registrations during Q4 fell 46% to 13,584 vehicles in California, a bellwether market for the electric-car maker.
The massive drop comes as tax credits for Tesla buyers ended in 2019.
An existing $7,500 U.S. tax credit for EVs phases out over 15 months (to $3,750 and then $1,875) once an automaker reaches 200,000 cumulative EV sales, which Tesla hit in July 2018.
Now read: Nio Soars Despite Going Concern »",error
"Wed, Jan. 15",Tesla looks to Glencore for cobalt,https://seekingalpha.com/news/3532044-tesla-looks-to-glencore-for-cobalt?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:262,"Tesla (TSLA -0.5%) is working on a key long-term cobalt supply deal with Glencore (OTCPK:GLCNF, OTCPK:GLNCY), sources tell Bloomberg.
The companies are said to have already worked out terms before the official Tesla ceremony in Shanghai to mark the first deliveries from the plant.
The size of the proposed deal hasn't been disclosed.
Glencore is down 1.44% in London trading.
See all stocks on the move »",error
"Tue, Jan. 14",US auto sales forecast to fall slightly in 2020,https://seekingalpha.com/news/3531734-u-s-auto-sales-forecast-to-fall-slightly-in-2020?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:263,"TrueCar forecasts U.S. auto sales will dip 0.8% to 16.9M units in 2020.
""While sales will dip below the 17 million mark for the first time since 2014, when you look at the broader picture, 16.9 million vehicle sales are healthy,"" says TrueCar Chief Industry Analyst Eric Lyman.
Even as new vehicle sales are projected to soften slightly for 2020, revenue could be higher with the average transaction price for a new vehicle expected to rise by 2.5% Y/Y to $36,348 amid the continuing shift by buyers to SUVs and trucks.
TrueCar forecasts manufacturer incentive per unit spending will rise 3.3% this year to $3,863 per unit.
Related stocks: General Motors (NYSE:GM), Ford (NYSE:F), Fiat Chrysler Automobiles (NYSE:FCAU), Toyota (NYSE:TM), Honda (NYSE:HMC), Nissan (OTCPK:NSANY), Hyundai (OTCPK:HYMLF), Volkswagen (OTCPK:VWAGY), Tesla (NASDAQ:TSLA), BMW (OTCPK:BMWYY), Mercedes-Benz (OTCPK:DDAIF).
Source: Press Release
Now read: My Fearless Forecasts For Tesla's 2020 »",error
"Tue, Jan. 14",Tesla rally finds a new gear,https://seekingalpha.com/news/3531688-tesla-rally-finds-new-gear?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:264,"Tesla (NASDAQ:TSLA) is higher once again on red-hot investor sentiment and with another firm jumping in with a price target hike.
Jefferies boosts its price target to $600 from $400 as it points to the ability for Tesla to add sales in the power storage and third-party battery sales businesses.
The firm also expects Tesla to be profitable this year on a stand-alone basis excluding tax credits.
""We think it would be wrong to exit Tesla on valuation given that: it is the only [automaker] engaged in a positive-sum game in [electric vehicles] amid rising market acceptance,"" advises Jefferies analyst Philippe Houchois.
Tesla is up 2.94% on the day and 28.76% higher for 2020. Shares have more than doubled over the last 90 days.
See all stocks on the move »",error
"Mon, Jan. 13",Tesla races past $500,https://seekingalpha.com/news/3531322-tesla-races-past-500?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:265,"The latest push higher for Tesla (TSLA +4.6%) follows positive comments this morning from Oppenheimer.
""We believe TSLA has key advantages in powertrain design, battery technology, ADAS fleet size, roadmap to energy independence offerings, and consumer enthusiasm that can translate into material operating leverage, share gains, and market disruption as renewables and autonomy trends accelerate. We expect continued share volatility while raising our earnings multiple to reflect higher levels of AI/Disruptor characteristics, yielding a $612 PT.""
""With 600K-plus vehicles on the road collecting data for its L4/L5 ADAS system, we see the fleet as a critical advantage on top of its leading vehicle architecture and operating system. We believe successfully managing corner cases will prove essential in commercialization and TSLA's advantaged data position is a crucial lever to that end.""
The new PT applies a 30X multiple to Oppenheimer's 2024 EPS estimate of $28.67, discounted three years at 12%. ""Our expanded multiple captures TSLA's leading technology differentiation and incremental growth potential,"" writes analyst Colin Rusch. The average sell-side rating on TSLA is still at $353.42.
The new intraday all-time high for Tesla is $503.49.
See all stocks on the move »",error
"Mon, Jan. 13",Israel grounds Teslas Autopilot  Calcalist,https://seekingalpha.com/news/3531179-israel-grounds-teslas-autopilot-calcalist?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:266,"Israel's Ministry of Transport and Road Safety has decided to ground Tesla's (NASDAQ:TSLA) Autopilot, the self-driving system installed in all of the company’s vehicles.
Autonomous driving is still not approved in Israel, while a series of fatal accidents involving Tesla cars over the past few years has ignited a federal investigation in the U.S.
It was only last week that Tesla reportedly leased a 2,000-square-meter showroom in Tel Aviv, though it continues to maintain a pop-up shop at the city's Ramat Aviv Mall.
TSLA +1.9% premarket to $487.23/share.
Now read: Tesla: Making The Most Out Of Extreme Volatility And High Voltage »",error
"Fri, Jan. 10",Tesla PT hiked to $553 at Piper Sandler on China growth potential,https://seekingalpha.com/news/3530947-tesla-pt-hiked-to-553-piper-sandler-on-china-growth-potential?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:267,"Tesla's (NASDAQ:TSLA) growth potential in China has been underestimated by the market even after the stock's recent rally, says Piper Sandler as the firm maintains its Overweight rating and raises its price target to $553 from $423.
Piper's bullish view is based on its analysis of China's vehicle registration data, which showed a 19% jump in sales of the Tesla Model 3 during the last three months.
""If Tesla's Model 3 market share in the U.S. can be replicated in China - and if this logic extends also to Model Y - then Tesla's annual volume in China alone would eventually exceed 650K units,"" writes Piper analyst Alexander Potter.
""We're not sure Tesla can immediately replicate its U.S. success in China (due to the strength of German brands in China), but we are increasing our estimates nonetheless,"" Potter says, forecasting China deliveries of 112K in 2020, 225K in 2021 and 399K in 2022.
Earlier this week, Argus Research raised its TSLA stock price target to $556, citing stronger than expected Q4 deliveries among other reasons.
TSLA +0.9% pre-market.
Now read: Ryanair raises forecast after strong holiday season »",error
"Thu, Jan. 09",Noted Tesla bull says take profits here,https://seekingalpha.com/news/3530656-noted-tesla-bull-says-take-profits?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:268,"Baird issues a tactical downgrade on Tesla (NASDAQ:TSLA) to Neutral after taking in the dizzying 100% rally over the last 90 days.
""We are moving to the sidelines, admittedly battle-weary after a hard-fought several years, including [approximately] 20% outperformance over the last year... After several years at an Outperform rating, which included contentious arguments with—evidently—high-conviction bears, we recommend profit-taking,"" writes analyst Ben Kallo on his victory lap of sorts.
""While we remain constructive on [the company’s] long-term prospects, we now believe estimates are properly calibrated—particularly on the buy-side—and valuation appears more balanced,"" he adds.
Kallo and his team have been long-time Tesla bulls.
Shares of Tesla are up 1.07% premarket to $497.50.
Now read: Tesla: Big Upside »",error
"Wed, Jan. 08",Slow roll for Toyota in EVs,https://seekingalpha.com/news/3530493-slow-roll-for-toyota-in-evs?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:269,"Toyota (TM) is aiming to sell 500K electric vehicles a year by 2025 and debut 10 new EV models.
The Japanese automaker's production target is much lower than the projections being made by Volkswagen (OTCPK:VWAGY) and Tesla (TSLA +4.8%), but should be high enough to satisfy environment rules in Europe and China.
Toyota sees selling 5.5M electrified vehicle in 2025, counting all of its hybrid varieties of models.
Now read: Sunnova: Uncertain Future In Volatile Industry »",error
"Tue, Jan. 07",Tesla price target hiked to Streethigh $556 by Argus,https://seekingalpha.com/news/3530293-tesla-price-target-hiked-to-street-high-556-argus?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:270,"Argus Research analyst Bill Selesky raises his 12-month price target on Buy-rated Tesla (NASDAQ:TSLA) shares to a Street-high $556 from $396, citing stronger than expected Q4 deliveries among other reasons.
""We are raising our 2020 EPS estimate to $5.96 from $4.40 to reflect improved economies of scale in 2020 production and delivery results and a better than expected ramp up of vehicles produced at the Shanghai factory in China,"" Selesky says.
The analyst expects TSLA to improve performance over time, despite recent production delays, parts shortages, labor cost overruns and other difficulties, and he also thinks the company will grow in other segments such as energy generation.
Now read: Tesla: Big Upside »",error
